image_id,id,filename,image_path,gender,masterCategory,subCategory,articleType,baseColour,usage,productDisplayName
0IeHgVLm_09ff40334a65449abbaf71db5bb8ada2,0IeHgVLm_09ff40334a65449abbaf71db5bb8ada2,0IeHgVLm_09ff40334a65449abbaf71db5bb8ada2.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0IeHgVLm_09ff40334a65449abbaf71db5bb8ada2.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0OTXLL3s_0d60573f4878483693579704641890a0,0OTXLL3s_0d60573f4878483693579704641890a0,0OTXLL3s_0d60573f4878483693579704641890a0.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0OTXLL3s_0d60573f4878483693579704641890a0.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0a76e9f9-9d06-42bc-91ae-a577597e567a1744179799506-Powerlook-Men-Loose-Fit-Mid-Rise-Cargo-Style-Jeans-189174417-1,0a76e9f9-9d06-42bc-91ae-a577597e567a1744179799506-Powerlook-Men-Loose-Fit-Mid-Rise-Cargo-Style-Jeans-189174417-1,0a76e9f9-9d06-42bc-91ae-a577597e567a1744179799506-Powerlook-Men-Loose-Fit-Mid-Rise-Cargo-Style-Jeans-189174417-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0a76e9f9-9d06-42bc-91ae-a577597e567a1744179799506-Powerlook-Men-Loose-Fit-Mid-Rise-Cargo-Style-Jeans-189174417-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0bGeZy46_608d95ec10ac4590a271dd559343ae93,0bGeZy46_608d95ec10ac4590a271dd559343ae93,0bGeZy46_608d95ec10ac4590a271dd559343ae93.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0bGeZy46_608d95ec10ac4590a271dd559343ae93.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0bdf4cef-fe90-4579-b587-1786619c105b1715860274221-WROGN-Men-Jeans-2551715860273651-1,0bdf4cef-fe90-4579-b587-1786619c105b1715860274221-WROGN-Men-Jeans-2551715860273651-1,0bdf4cef-fe90-4579-b587-1786619c105b1715860274221-WROGN-Men-Jeans-2551715860273651-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0bdf4cef-fe90-4579-b587-1786619c105b1715860274221-WROGN-Men-Jeans-2551715860273651-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0c139684-b660-47c8-ab23-5a4d87ab7f1c1745994495658-Nautica-Men-Jeans-1791745994495046-1,0c139684-b660-47c8-ab23-5a4d87ab7f1c1745994495658-Nautica-Men-Jeans-1791745994495046-1,0c139684-b660-47c8-ab23-5a4d87ab7f1c1745994495658-Nautica-Men-Jeans-1791745994495046-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0c139684-b660-47c8-ab23-5a4d87ab7f1c1745994495658-Nautica-Men-Jeans-1791745994495046-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0dd08bbb-8b27-4e63-b976-e5f97381bc541670067088791-The-Indian-Garage-Co-Men-Jeans-3331670067088002-1,0dd08bbb-8b27-4e63-b976-e5f97381bc541670067088791-The-Indian-Garage-Co-Men-Jeans-3331670067088002-1,0dd08bbb-8b27-4e63-b976-e5f97381bc541670067088791-The-Indian-Garage-Co-Men-Jeans-3331670067088002-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0dd08bbb-8b27-4e63-b976-e5f97381bc541670067088791-The-Indian-Garage-Co-Men-Jeans-3331670067088002-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0eqzidy8_ac6bd9c58ff54fb2b8f2aa3efb858ad0,0eqzidy8_ac6bd9c58ff54fb2b8f2aa3efb858ad0,0eqzidy8_ac6bd9c58ff54fb2b8f2aa3efb858ad0.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0eqzidy8_ac6bd9c58ff54fb2b8f2aa3efb858ad0.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0nszGLSO_e48cf086114d4721a31ae708548d8635,0nszGLSO_e48cf086114d4721a31ae708548d8635,0nszGLSO_e48cf086114d4721a31ae708548d8635.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0nszGLSO_e48cf086114d4721a31ae708548d8635.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
0ui5aRpq_19301963d2e7469ebabf200534c96ce6,0ui5aRpq_19301963d2e7469ebabf200534c96ce6,0ui5aRpq_19301963d2e7469ebabf200534c96ce6.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/0ui5aRpq_19301963d2e7469ebabf200534c96ce6.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
10d29777-cee9-407f-859d-bba0474f11451666931503020-The-Indian-Garage-Co-Men-Jeans-8991666931502480-1,10d29777-cee9-407f-859d-bba0474f11451666931503020-The-Indian-Garage-Co-Men-Jeans-8991666931502480-1,10d29777-cee9-407f-859d-bba0474f11451666931503020-The-Indian-Garage-Co-Men-Jeans-8991666931502480-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/10d29777-cee9-407f-859d-bba0474f11451666931503020-The-Indian-Garage-Co-Men-Jeans-8991666931502480-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
10fa51a9-9178-4700-89ea-086bb70d3e2f1750325087340-Mast--Harbour-Men-Straight-Fit-Mid-Rise-Light-Fade-Stretchab-1,10fa51a9-9178-4700-89ea-086bb70d3e2f1750325087340-Mast--Harbour-Men-Straight-Fit-Mid-Rise-Light-Fade-Stretchab-1,10fa51a9-9178-4700-89ea-086bb70d3e2f1750325087340-Mast--Harbour-Men-Straight-Fit-Mid-Rise-Light-Fade-Stretchab-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/10fa51a9-9178-4700-89ea-086bb70d3e2f1750325087340-Mast--Harbour-Men-Straight-Fit-Mid-Rise-Light-Fade-Stretchab-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1115c0d7-76f0-47ec-b014-d39cc5d990d81747897855504-glitchez-Men-Jeans-111747897854829-1,1115c0d7-76f0-47ec-b014-d39cc5d990d81747897855504-glitchez-Men-Jeans-111747897854829-1,1115c0d7-76f0-47ec-b014-d39cc5d990d81747897855504-glitchez-Men-Jeans-111747897854829-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1115c0d7-76f0-47ec-b014-d39cc5d990d81747897855504-glitchez-Men-Jeans-111747897854829-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
11460a6b-b564-4874-8a16-19f1f99199ee1631954891312-The-Indian-Garage-Co-Men-Jeans-5901631954890508-1,11460a6b-b564-4874-8a16-19f1f99199ee1631954891312-The-Indian-Garage-Co-Men-Jeans-5901631954890508-1,11460a6b-b564-4874-8a16-19f1f99199ee1631954891312-The-Indian-Garage-Co-Men-Jeans-5901631954890508-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/11460a6b-b564-4874-8a16-19f1f99199ee1631954891312-The-Indian-Garage-Co-Men-Jeans-5901631954890508-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1178eedc-4c66-473c-8c26-ce933f1d5eed1715860291945-WROGN-Men-Jeans-8881715860291316-1,1178eedc-4c66-473c-8c26-ce933f1d5eed1715860291945-WROGN-Men-Jeans-8881715860291316-1,1178eedc-4c66-473c-8c26-ce933f1d5eed1715860291945-WROGN-Men-Jeans-8881715860291316-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1178eedc-4c66-473c-8c26-ce933f1d5eed1715860291945-WROGN-Men-Jeans-8881715860291316-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1323d882-8551-464c-a63e-ca21193963471696601037080FlyingMachineMenBlackTaperedFitLowDistressStretchableJeans1,1323d882-8551-464c-a63e-ca21193963471696601037080FlyingMachineMenBlackTaperedFitLowDistressStretchableJeans1,1323d882-8551-464c-a63e-ca21193963471696601037080FlyingMachineMenBlackTaperedFitLowDistressStretchableJeans1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1323d882-8551-464c-a63e-ca21193963471696601037080FlyingMachineMenBlackTaperedFitLowDistressStretchableJeans1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
136cbd8d-4806-4d3b-a915-e52b159879221745409642040-The-Roadster-Lifestyle-Co-Men-Pure-Cotton-Mid-Rise-Clean-Loo-1,136cbd8d-4806-4d3b-a915-e52b159879221745409642040-The-Roadster-Lifestyle-Co-Men-Pure-Cotton-Mid-Rise-Clean-Loo-1,136cbd8d-4806-4d3b-a915-e52b159879221745409642040-The-Roadster-Lifestyle-Co-Men-Pure-Cotton-Mid-Rise-Clean-Loo-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/136cbd8d-4806-4d3b-a915-e52b159879221745409642040-The-Roadster-Lifestyle-Co-Men-Pure-Cotton-Mid-Rise-Clean-Loo-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
14ebbe80-b785-4d20-97f5-9f0329ad85011691838623476HIGHLANDERMenBlueStraightFitLightFadeJeans1,14ebbe80-b785-4d20-97f5-9f0329ad85011691838623476HIGHLANDERMenBlueStraightFitLightFadeJeans1,14ebbe80-b785-4d20-97f5-9f0329ad85011691838623476HIGHLANDERMenBlueStraightFitLightFadeJeans1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/14ebbe80-b785-4d20-97f5-9f0329ad85011691838623476HIGHLANDERMenBlueStraightFitLightFadeJeans1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
15a80301-c5bd-4011-b3f0-987a6d7367b51732531420977-Nautica-Men-Jeans-5741732531420381-1,15a80301-c5bd-4011-b3f0-987a6d7367b51732531420977-Nautica-Men-Jeans-5741732531420381-1,15a80301-c5bd-4011-b3f0-987a6d7367b51732531420977-Nautica-Men-Jeans-5741732531420381-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/15a80301-c5bd-4011-b3f0-987a6d7367b51732531420977-Nautica-Men-Jeans-5741732531420381-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
16a774a7-e767-4b86-a478-a1f177a154ac1720076433150-Mast--Harbour-Men-Jeans-2161720076432601-1,16a774a7-e767-4b86-a478-a1f177a154ac1720076433150-Mast--Harbour-Men-Jeans-2161720076432601-1,16a774a7-e767-4b86-a478-a1f177a154ac1720076433150-Mast--Harbour-Men-Jeans-2161720076432601-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/16a774a7-e767-4b86-a478-a1f177a154ac1720076433150-Mast--Harbour-Men-Jeans-2161720076432601-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
17107e16-3791-45c2-9932-62a31115958d1716631112121TheIndianGarageCoMenStraightFitMildlyDistressedLightFadeJean1,17107e16-3791-45c2-9932-62a31115958d1716631112121TheIndianGarageCoMenStraightFitMildlyDistressedLightFadeJean1,17107e16-3791-45c2-9932-62a31115958d1716631112121TheIndianGarageCoMenStraightFitMildlyDistressedLightFadeJean1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/17107e16-3791-45c2-9932-62a31115958d1716631112121TheIndianGarageCoMenStraightFitMildlyDistressedLightFadeJean1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1813caf2-19c5-4ec0-a46a-dcfa85db0c551725519781178-Roadster-Men-Jeans-2831725519780625-1,1813caf2-19c5-4ec0-a46a-dcfa85db0c551725519781178-Roadster-Men-Jeans-2831725519780625-1,1813caf2-19c5-4ec0-a46a-dcfa85db0c551725519781178-Roadster-Men-Jeans-2831725519780625-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1813caf2-19c5-4ec0-a46a-dcfa85db0c551725519781178-Roadster-Men-Jeans-2831725519780625-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1821eb78-b4bf-423b-b400-77564e0d9c271731492876363-Mast--Harbour-Men-Jeans-3401731492875904-1,1821eb78-b4bf-423b-b400-77564e0d9c271731492876363-Mast--Harbour-Men-Jeans-3401731492875904-1,1821eb78-b4bf-423b-b400-77564e0d9c271731492876363-Mast--Harbour-Men-Jeans-3401731492875904-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1821eb78-b4bf-423b-b400-77564e0d9c271731492876363-Mast--Harbour-Men-Jeans-3401731492875904-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
18a9aeb6-3b12-432a-b423-70ed6a13b5a81713438358008-WROGN-Men-Jeans-2211713438357661-1,18a9aeb6-3b12-432a-b423-70ed6a13b5a81713438358008-WROGN-Men-Jeans-2211713438357661-1,18a9aeb6-3b12-432a-b423-70ed6a13b5a81713438358008-WROGN-Men-Jeans-2211713438357661-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/18a9aeb6-3b12-432a-b423-70ed6a13b5a81713438358008-WROGN-Men-Jeans-2211713438357661-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
18c08288-b86c-4901-ba7f-5b54336e905e1689346807458HIGHLANDERMenBlueSuperSkinnyFitMildlyDistressedLightFadeStre1,18c08288-b86c-4901-ba7f-5b54336e905e1689346807458HIGHLANDERMenBlueSuperSkinnyFitMildlyDistressedLightFadeStre1,18c08288-b86c-4901-ba7f-5b54336e905e1689346807458HIGHLANDERMenBlueSuperSkinnyFitMildlyDistressedLightFadeStre1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/18c08288-b86c-4901-ba7f-5b54336e905e1689346807458HIGHLANDERMenBlueSuperSkinnyFitMildlyDistressedLightFadeStre1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
197344f0-786e-4eea-bfcf-cefbb32aad541700467961085HIGHLANDERMenBlackSlimFitStretchableJeans1,197344f0-786e-4eea-bfcf-cefbb32aad541700467961085HIGHLANDERMenBlackSlimFitStretchableJeans1,197344f0-786e-4eea-bfcf-cefbb32aad541700467961085HIGHLANDERMenBlackSlimFitStretchableJeans1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/197344f0-786e-4eea-bfcf-cefbb32aad541700467961085HIGHLANDERMenBlackSlimFitStretchableJeans1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
197e0285-30a1-4ea9-a6fc-523b470969fd1712223401728-Mast--Harbour-Men-Jeans-7131712223401003-1,197e0285-30a1-4ea9-a6fc-523b470969fd1712223401728-Mast--Harbour-Men-Jeans-7131712223401003-1,197e0285-30a1-4ea9-a6fc-523b470969fd1712223401728-Mast--Harbour-Men-Jeans-7131712223401003-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/197e0285-30a1-4ea9-a6fc-523b470969fd1712223401728-Mast--Harbour-Men-Jeans-7131712223401003-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1AhWTBWi_08ac34becdf446138bdb18a7f29220fc,1AhWTBWi_08ac34becdf446138bdb18a7f29220fc,1AhWTBWi_08ac34becdf446138bdb18a7f29220fc.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1AhWTBWi_08ac34becdf446138bdb18a7f29220fc.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1V90n6n4_f7c6c0cd1fd34f848c8ab6726cc12e97,1V90n6n4_f7c6c0cd1fd34f848c8ab6726cc12e97,1V90n6n4_f7c6c0cd1fd34f848c8ab6726cc12e97.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1V90n6n4_f7c6c0cd1fd34f848c8ab6726cc12e97.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1WUQ3KA7_720bfc1a0d864b379b302bd192736d76,1WUQ3KA7_720bfc1a0d864b379b302bd192736d76,1WUQ3KA7_720bfc1a0d864b379b302bd192736d76.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1WUQ3KA7_720bfc1a0d864b379b302bd192736d76.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1bd297b1-86eb-4925-91ac-3f9c26e893a91632741102814-The-Indian-Garage-Co-Men-Jeans-7811632741102021-1,1bd297b1-86eb-4925-91ac-3f9c26e893a91632741102814-The-Indian-Garage-Co-Men-Jeans-7811632741102021-1,1bd297b1-86eb-4925-91ac-3f9c26e893a91632741102814-The-Indian-Garage-Co-Men-Jeans-7811632741102021-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1bd297b1-86eb-4925-91ac-3f9c26e893a91632741102814-The-Indian-Garage-Co-Men-Jeans-7811632741102021-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1d0a5ea5-c271-4cd0-a014-f5efa1fca96d1703671241568-WROGN-Men-Jeans-3791703671241032-1,1d0a5ea5-c271-4cd0-a014-f5efa1fca96d1703671241568-WROGN-Men-Jeans-3791703671241032-1,1d0a5ea5-c271-4cd0-a014-f5efa1fca96d1703671241568-WROGN-Men-Jeans-3791703671241032-1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1d0a5ea5-c271-4cd0-a014-f5efa1fca96d1703671241568-WROGN-Men-Jeans-3791703671241032-1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
1d57dffa-7577-4c89-8c15-e80867fd39b81716964883418SnitchMenJeanRelaxedFitLowDistressStretchableJeans1,1d57dffa-7577-4c89-8c15-e80867fd39b81716964883418SnitchMenJeanRelaxedFitLowDistressStretchableJeans1,1d57dffa-7577-4c89-8c15-e80867fd39b81716964883418SnitchMenJeanRelaxedFitLowDistressStretchableJeans1.jpg,/Users/tanmay/Desktop/Capstone/code/Trail/img/updated_db/Casual/Jeans/Men/1d57dffa-7577-4c89-8c15-e80867fd39b81716964883418SnitchMenJeanRelaxedFitLowDistressStretchableJeans1.jpg,Men,Apparel,Bottomwear,Jeans,Pattern,Casual,Men Casual Jeans
